building_id,date,electricity_kwh,elec_zscore,anomaly_flag,anomaly_score
B001,2020-01-01,4769.97,0.9144360578980005,False,0.3144555440255927
B001,2020-01-02,4430.13,0.3322150791433317,False,0.34008657301837486
B001,2020-01-03,4099.92,-0.2335075826815833,False,0.31323344809957565
B001,2020-01-04,3487.28,-1.2830952134026876,False,0.29056635537080006
B001,2020-01-05,4447.51,0.3619908577766774,False,0.3375115318617673
B001,2020-01-06,4579.2,0.5876049134858408,False,0.3350744749846295
B001,2020-01-07,4243.39,0.01228821481704087,False,0.3286675962493228
B001,2020-01-08,3561.3500000000004,-1.1561969439336481,False,0.2919155077443919
B001,2020-01-09,4655.94,0.7190774826643752,False,0.3332972958791133
B001,2020-01-10,4597.71,0.6193166316966136,False,0.33400480639715013
B001,2020-01-11,4212.93,-0.039896492730237924,False,0.32791847804227586
B001,2020-01-12,4242.04,0.009975366649317781,False,0.3302683819265486
B001,2020-01-13,4808.19,0.9799153593575198,False,0.3134327201603923
B001,2020-01-14,4075.44,-0.275447229456284,False,0.31123341347614103
B001,2020-01-15,4040.96,-0.3345190848807808,False,0.31263608060724296
B001,2020-01-16,4490.29,0.4352824463805044,False,0.335063899229468
B001,2020-01-17,4271.46,0.06037832449701785,False,0.32959111042440603
B001,2020-01-18,4221.1,-0.025899478263354436,False,0.32737961794859666
B001,2020-01-19,3978.55,-0.44144119906415763,False,0.3159657551027254
B001,2020-01-20,5427.43,2.040810247787491,False,0.1422761377127023
B001,2020-01-21,3585.42,-1.1149597177135895,False,0.2886440411774363
B001,2020-01-22,4273.88,0.06452431899026861,False,0.3300948657721374
B001,2020-01-23,4842.91,1.039398387789612,False,0.31086401244052864
B001,2020-01-24,4064.44,-0.2942926589710597,False,0.31053070429541235
B001,2020-01-25,3322.62,-1.5651941610302296,False,0.26152538918288715
B001,2020-01-26,3969.65,-0.4566888647624763,False,0.3174311977717102
B001,2020-01-27,4679.44,0.7593381729913958,False,0.33217976642716585
B001,2020-01-28,3450.34,-1.3463815921550342,False,0.2831167963074185
B001,2020-01-29,3500.0,-1.2613030440001474,False,0.2927708028921553
B001,2020-01-30,3965.78,-0.46331902950994713,False,0.3149444722775391
B001,2020-01-31,4940.19,1.2060605135348275,False,0.2869734722005569
B001,2020-02-01,4813.63,1.2350611484761334,False,0.2874793824685569
B001,2020-02-02,3574.44,-0.8109506882741063,False,0.30414757572895523
B001,2020-02-03,3985.18,-0.13278277066115513,False,0.3273873793091226
B001,2020-02-04,4348.85,0.4676684310681686,False,0.33497449704356597
B001,2020-02-05,4727.98,1.0936454545005048,False,0.30078646086815936
B001,2020-02-06,4686.53,1.0252078536214653,False,0.3132971709905486
B001,2020-02-07,4804.46,1.21992067079071,False,0.28990695045650244
B001,2020-02-08,3674.73,-0.6453630648203329,False,0.3108038232325986
B001,2020-02-09,3667.38,-0.6574985622017789,False,0.31116199873757705
B001,2020-02-10,4808.48,1.2265580448687246,False,0.28725966541185594
B001,2020-02-11,4074.75,0.015105188584577392,False,0.32896843268720827
B001,2020-02-12,4160.07,0.1559760234940988,False,0.33240267813492436
B001,2020-02-13,4880.27,1.3450896580679124,False,0.25542276293526556
B001,2020-02-14,4269.74,0.3370508531299084,False,0.33944064155739456
B001,2020-02-15,4889.77,1.3607749948194414,False,0.25382231794036847
B001,2020-02-16,4224.74,0.262751889570034,False,0.3379869094896775
B001,2020-02-17,3866.66,-0.32846972979707323,False,0.31280321392051386
B001,2020-02-18,4223.43,0.2605889641864029,False,0.3382131183894288
B001,2020-02-19,4301.18,0.38896106233707484,False,0.3350282938130085
B001,2020-02-20,3662.59,-0.6654072741007077,False,0.3086038349218716
B001,2020-02-21,4047.86,-0.02929256986264513,False,0.32863333493815744
B001,2020-02-22,4173.21,0.17767132085358267,False,0.33563644697295675
B001,2020-02-23,3839.79,-0.3728344664827136,False,0.30961363575166817
B001,2020-02-24,5026.22,1.5860659632137715,False,0.21758563239783824
B001,2020-02-25,4975.51,1.5023392867221883,False,0.23608185001667248
B001,2020-02-26,4333.05,0.44158123941825683,False,0.33554096498017516
B001,2020-02-27,3723.56,-0.5647404339174737,False,0.3113299605250795
B001,2020-02-28,4415.51,0.577729962421529,False,0.33151116047771517
B001,2020-02-29,4187.51,0.20128188038483197,False,0.3382895650018086
B001,2020-03-01,4628.31,1.8791662004432346,False,0.163127412794823
B001,2020-03-02,4290.99,1.321867096148933,False,0.26302780163001027
B001,2020-03-03,4497.52,1.6630831047161756,False,0.2047901870133133
B001,2020-03-04,4669.18,1.9466890700996677,False,0.15645884580444636
B001,2020-03-05,4340.57,1.4037800855682125,False,0.24389025154634947
B001,2020-03-06,4004.85,0.8491244016666277,False,0.3226980556196888
B001,2020-03-07,2808.7,-1.1270801625502225,False,0.28929984818031274
B001,2020-03-08,3170.2,-0.5298323675710048,False,0.31037861734219807
B001,2020-03-09,3547.33,0.09323834036955528,False,0.3303976182948762
B001,2020-03-10,3567.05,0.1258184967097775,False,0.3322206830109179
B001,2020-03-11,3913.67,0.6984824820367385,False,0.33010105642695065
B001,2020-03-12,3149.01,-0.5648411663970335,False,0.3113299605250795
B001,2020-03-13,3944.02,0.7486248626110654,False,0.33450663636205213
B001,2020-03-14,3358.84,-0.21817310326981576,False,0.31829911080432094
B001,2020-03-15,3626.03,0.22326158093626233,False,0.3388747389744018
B001,2020-03-16,3345.72,-0.23984915049008557,False,0.3097768680383352
B001,2020-03-17,3018.61,-0.7802799284033684,False,0.3102574888680392
B001,2020-03-18,3561.4,0.1164839184479998,False,0.332670081001605
B001,2020-03-19,4136.84,1.0671900626882243,False,0.3065733170569973
B001,2020-03-20,4658.9,1.929705094076468,False,0.15619471650864458
B001,2020-03-21,3039.66,-0.745502428861702,False,0.30774715111022066
B001,2020-03-22,3489.28,-0.0026682557536630573,False,0.3290915825272351
B001,2020-03-23,3608.81,0.19481176895965852,False,0.3378714598956084
B001,2020-03-24,3523.0,0.05304182902282132,False,0.32753238710528376
B001,2020-03-25,2989.48,-0.8284067009282499,False,0.3034797467891671
B001,2020-03-26,3960.22,0.7753894940873123,False,0.330269426076726
B001,2020-03-27,4109.44,1.0219214884629657,False,0.3120814511580822
B001,2020-03-28,3723.75,0.38470848142137726,False,0.33548102377430444
B001,2020-03-29,3132.68,-0.5918205757801894,False,0.306133703844947
B001,2020-03-30,3142.16,-0.5761583099533485,False,0.30449724202704065
B001,2020-03-31,3919.71,0.7084613940192405,False,0.3306983497072585
B001,2020-04-01,3776.66,2.0308246642068157,False,0.1453356949896274
B001,2020-04-02,3254.93,1.0438577429510472,False,0.31004197577971854
B001,2020-04-03,2815.07,0.2117659138755444,False,0.33778122114489983
B001,2020-04-04,3548.89,1.599947667188384,False,0.21955054916346783
B001,2020-04-05,3687.89,1.8628967060677888,False,0.1700147572257208
B001,2020-04-06,3356.64,1.2362645540620132,False,0.2874331215792767
B001,2020-04-07,2767.51,0.12179572474529636,False,0.3333910528227406
B001,2020-04-08,3100.21,0.7511708703221159,False,0.3339060492446394
B001,2020-04-09,3213.69,0.9658432223511436,False,0.3135931228477126
B001,2020-04-10,2677.27,-0.04891306135885866,False,0.3290558846197214
B001,2020-04-11,2577.86,-0.236968917150237,False,0.3113902693001908
B001,2020-04-12,2652.54,-0.09569528964294272,False,0.32486505392483417
B001,2020-04-13,3453.37,1.4192506010462205,False,0.2419378944621553
B001,2020-04-14,3545.22,1.593005055874086,False,0.21891133760247183
B001,2020-04-15,1796.74,-1.714629012470242,False,0.22529075172507396
B001,2020-04-16,2966.89,0.49896679936238725,False,0.3305905086218935
B001,2020-04-17,2991.24,0.5450301741588871,False,0.3274509259015245
B001,2020-04-18,3009.76,0.5800648230800863,False,0.3309927202432657
B001,2020-04-19,2433.07,-0.5108710131167766,False,0.3085132250788377
B001,2020-04-20,2239.23,-0.8775619605727756,False,0.3049161847445559
B001,2020-04-21,2464.1,-0.45217095069643226,False,0.31754001404972343
B001,2020-04-22,2931.22,0.43148915751470096,False,0.33612736467851295
B001,2020-04-23,2157.88,-1.031453358506873,False,0.2861699582910613
B001,2020-04-24,1805.22,-1.698587229378894,False,0.2287594778982187
B001,2020-04-25,2483.87,-0.41477165214502343,False,0.30859613712459866
B001,2020-04-26,2409.15,-0.5561209484404844,False,0.3117731845729747
B001,2020-04-27,2017.93,-1.296199531105238,False,0.28717117138634896
B001,2020-04-28,2090.72,-1.158501253838822,False,0.29313182791476533
B001,2020-04-29,2910.67,0.3926143175940413,False,0.33676848793876507
B001,2020-04-30,2605.88,-0.18396293103943903,False,0.3217463274299769
B001,2020-05-01,2446.79,0.04147063939054221,False,0.32807987750522477
B001,2020-05-02,2280.28,-0.2521532510852815,False,0.31002221708983124
B001,2020-05-03,2100.49,-0.569195106040831,False,0.3081561682084377
B001,2020-05-04,2588.69,0.291697232739407,False,0.3402291810161742
B001,2020-05-05,2093.82,-0.5809569903088848,False,0.30612947765912946
B001,2020-05-06,3794.64,2.4182705960168085,False,0.0805817119595239
B001,2020-05-07,2490.17,0.11796697215638982,False,0.33357720117339223
B001,2020-05-08,2080.88,-0.6037753984690986,False,0.3087235423686503
B001,2020-05-09,1882.83,-0.9530169545842689,False,0.30204650725190546
B001,2020-05-10,2782.73,0.6338675510862265,False,0.33757398850002834
B001,2020-05-11,2730.18,0.5412008317029785,False,0.3281361413191335
B001,2020-05-12,2003.69,-0.7398923170074979,False,0.31083218272745
B001,2020-05-13,2260.03,-0.2878621201149821,False,0.3098389267544164
B001,2020-05-14,2387.86,-0.062446577988235455,False,0.3270953750399547
B001,2020-05-15,2290.82,-0.23356700518043993,False,0.31323344809957565
B001,2020-05-16,3078.11,1.1547409206661254,False,0.2961882916007787
B001,2020-05-17,2204.54,-0.38571323826106074,False,0.30959194828617775
B001,2020-05-18,2468.04,0.07894290935998106,False,0.3310440923851197
B001,2020-05-19,2444.87,0.03808490958624455,False,0.32744936325953566
B001,2020-05-20,2296.07,-0.22430915024681386,False,0.31727202785480546
B001,2020-05-21,2182.17,-0.4251605172830063,False,0.30802001488007014
B001,2020-05-22,3552.3,1.9909280122806294,False,0.15137032668200534
B001,2020-05-23,2075.64,-0.6130156193933276,False,0.3079582727388704
B001,2020-05-24,2068.01,-0.6264703685635302,False,0.31088463039229647
B001,2020-05-25,4132.42,3.0139121654416114,False,0.01877828165363782
B001,2020-05-26,2111.39,-0.5499740357976834,False,0.3097067047567628
B001,2020-05-27,2179.2,-0.4303978180740295,False,0.30911745902232807
B001,2020-05-28,4297.95,3.3058079229964914,False,0.011269774463224413
B001,2020-05-29,2821.85,0.7028517958487885,False,0.3282467450960774
B001,2020-05-30,2857.84,0.7663165956699703,False,0.33287471955473075
B001,2020-05-31,2488.98,0.11586852503810115,False,0.33221547446089583
B001,2020-06-01,2799.46,-0.5398029531438312,False,0.3089857415151327
B001,2020-06-02,2592.81,-0.7896630652827077,False,0.307906637220452
B001,2020-06-03,2625.35,-0.7503190147189572,False,0.30925312818381984
B001,2020-06-04,4134.28,1.0741253066442882,False,0.3060428733229484
B001,2020-06-05,3296.62,0.06131223365008955,False,0.32937766937815927
B001,2020-06-06,3379.4,0.16140137027170212,False,0.33290956587942644
B001,2020-06-07,3362.92,0.14147543439921875,False,0.33398532608692644
B001,2020-06-08,2135.2,-1.3429584241787698,False,0.28247347038482956
B001,2020-06-09,3177.82,-0.08232861475106429,False,0.3260145944073298
B001,2020-06-10,2774.37,-0.5701392232312469,False,0.30831589271045895
B001,2020-06-11,3646.04,0.4837952744609591,False,0.33242747915511467
B001,2020-06-12,4125.56,1.0635819716438002,False,0.3078740670615352
B001,2020-06-13,3105.79,-0.1694199473296431,False,0.32302268385850963
B001,2020-06-14,3518.87,0.33003427537699626,False,0.3389038566792992
B001,2020-06-15,2100.0,-1.3855186755568893,False,0.2820957720008829
B001,2020-06-16,3106.68,-0.16834385006468514,False,0.323177379970593
B001,2020-06-17,3242.04,-0.004680337947006275,False,0.3285514920089696
B001,2020-06-18,3907.42,0.7998293229045087,False,0.3304435900578251
B001,2020-06-19,4504.38,1.5216124951398033,False,0.23027210147513
B001,2020-06-20,3716.19,0.56861350270457,False,0.32932983938413385
B001,2020-06-21,2173.45,-1.29671042374658,False,0.28717117138634896
B001,2020-06-22,4039.38,0.9593819016504372,False,0.3123119970222308
B001,2020-06-23,3506.15,0.31465454817444866,False,0.33921651788720136
B001,2020-06-24,2595.06,-0.7869425946690495,False,0.3089480513103411
B001,2020-06-25,3393.79,0.17880029121860944,False,0.33578687665698004
B001,2020-06-26,4418.12,1.4173156973023995,False,0.2422130109684839
B001,2020-06-27,4669.92,1.7217665864220177,False,0.195356133243895
B001,2020-06-28,2528.42,-0.8675168887553534,False,0.3008955786801047
B001,2020-06-29,4969.53,2.0840244533367462,False,0.13333697272887446
B001,2020-06-30,2887.96,-0.4327977756732745,False,0.31212548451278077
B001,2020-07-01,2688.77,-0.9529843039456973,False,0.30204650725190546
B001,2020-07-02,2915.24,-0.7245676200380154,False,0.3110075782763368
B001,2020-07-03,4711.38,1.0870115853046094,False,0.3036450783077753
B001,2020-07-04,3415.75,-0.2197553514698429,False,0.3190788354788961
